      C01      C02      C03      C04      C05      C06      C07      C08      C09      C10      C11      C12      C13      C14      C31      C32      C33      C34                                                                                                                                                                                                                                              
  43.6502  42.4199  53.2996  29.1463  21.7980  67.8682  10.6383  46.8958  55.1670   0.4995  46.2187  18.1509  65.9505  39.5674        0   7.2280        0  28.5922                                                                                                                                                                                                                                              
  43.6505  42.4174  53.2971  29.1458  21.7956  67.8181  10.7183  46.7784  55.1553   0.5486  46.0791  17.9581  65.8201  39.6643        0   7.3027        0  28.6584                                                                                                                                                                                                                                              
  43.6507  42.4148  53.2945  29.1453  21.7932  67.7683  10.7986  46.6609  55.1435   0.5980  45.9386  17.7656  65.6895  39.7611        0   7.3775        0  28.7236                                                                                                                                                                                                                                              
  43.6510  42.4122  53.2920  29.1449  21.7909  67.7186  10.8790  46.5433  55.1316   0.6477  45.7973  17.5736  65.5589  39.8579        0   7.4525        0  28.7878                                                                                                                                                                                                                                              
  43.6512  42.4096  53.2895  29.1444  21.7885  67.6691  10.9597  46.4257  55.1196   0.6976  45.6553  17.3819  65.4282  39.9547        0   7.5277        0  28.8510                                                                                                                                                                                                                                              
  43.6515  42.4070  53.2870  29.1439  21.7861  67.6198  11.0405  46.3080  55.1075   0.7477  45.5124  17.1905  65.2975  40.0514        0   7.6031        0  28.9133                                                                                                                                                                                                                                              
  43.6518  42.4044  53.2845  29.1435  21.7837  67.5706  11.1216  46.1902  55.0954   0.7981  45.3687  16.9996  65.1667  40.1482        0   7.6786        0  28.9745                                                                                                                                                                                                                                              
  43.6521  42.4018  53.2820  29.1430  21.7814  67.5216  11.2028  46.0724  55.0832   0.8487  45.2243  16.8090  65.0358  40.2449        0   7.7543        0  29.0348                                                                                                                                                                                                                                              
  43.6523  42.3992  53.2795  29.1426  21.7790  67.4729  11.2842  45.9545  55.0709   0.8995  45.0791  16.6187  64.9049  40.3416        0   7.8302        0  29.0940                                                                                                                                                                                                                                              
  43.6526  42.3966  53.2770  29.1421  21.7766  67.4243  11.3659  45.8366  55.0585   0.9506  44.9332  16.4289  64.7739  40.4383        0   7.9062        0  29.1523                                                                                                                                                                                                                                              
  43.6529  42.3940  53.2746  29.1417  21.7742  67.3758  11.4477  45.7186  55.0460   1.0019  44.7866  16.2394  64.6428  40.5349        0   7.9824        0  29.2095                                                                                                                                                                                                                                              
  43.6532  42.3914  53.2721  29.1412  21.7718  67.3276  11.5298  45.6006  55.0335   1.0534  44.6392  16.0503  64.5116  40.6315        0   8.0588        0  29.2658                                                                                                                                                                                                                                              
  43.6535  42.3888  53.2696  29.1408  21.7694  67.2795  11.6120  45.4825  55.0209   1.1052  44.4911  15.8616  64.3805  40.7282        0   8.1353        0  29.3210                                                                                                                                                                                                                                              
  43.6539  42.3861  53.2671  29.1403  21.7669  67.2317  11.6945  45.3643  55.0083   1.1572  44.3423  15.6732  64.2492  40.8248        0   8.2120        0  29.3752                                                                                                                                                                                                                                              
  43.6542  42.3835  53.2647  29.1399  21.7645  67.1840  11.7771  45.2461  54.9955   1.2094  44.1929  15.4852  64.1179  40.9214        0   8.2889        0  29.4284                                                                                                                                                                                                                                              
  43.6545  42.3809  53.2622  29.1395  21.7621  67.1365  11.8599  45.1278  54.9828   1.2619  44.0428  15.2976  63.9865  41.0180        0   8.3659        0  29.4806                                                                                                                                                                                                                                              
  43.6548  42.3782  53.2598  29.1390  21.7597  67.0891  11.9429  45.0095  54.9699   1.3146  43.8920  15.1104  63.8551  41.1145        0   8.4432        0  29.5317                                                                                                                                                                                                                                              
  43.6552  42.3756  53.2573  29.1386  21.7572  67.0420  12.0262  44.8912  54.9570   1.3676  43.7405  14.9235  63.7236  41.2111        0   8.5205        0  29.5819                                                                                                                                                                                                                                              
  43.6555  42.3729  53.2549  29.1382  21.7548  66.9951  12.1096  44.7728  54.9440   1.4207  43.5884  14.7370  63.5921  41.3076        0   8.5981        0  29.6309                                                                                                                                                                                                                                              
  43.6559  42.3703  53.2525  29.1377  21.7524  66.9483  12.1932  44.6543  54.9310   1.4741  43.4357  14.5509  63.4605  41.4042        0   8.6758        0  29.6790                                                                                                                                                                                                                                              
  43.6563  42.3676  53.2501  29.1373  21.7499  66.9017  12.2770  44.5358  54.9179   1.5277  43.2824  14.3652  63.3288  41.5007        0   8.7536        0  29.7260                                                                                                                                                                                                                                              
  43.6566  42.3650  53.2476  29.1369  21.7475  66.8554  12.3610  44.4173  54.9047   1.5816  43.1285  14.1799  63.1971  41.5972        0   8.8317        0  29.7720                                                                                                                                                                                                                                              
  43.6570  42.3623  53.2452  29.1365  21.7450  66.8092  12.4452  44.2987  54.8915   1.6357  42.9740  13.9950  63.0654  41.6938        0   8.9099        0  29.8169                                                                                                                                                                                                                                              
  43.6574  42.3596  53.2428  29.1361  21.7426  66.7632  12.5296  44.1801  54.8782   1.6900  42.8189  13.8104  62.9336  41.7903        0   8.9882        0  29.8608                                                                                                                                                                                                                                              
  43.6578  42.3570  53.2404  29.1357  21.7401  66.7174  12.6142  44.0614  54.8649   1.7445  42.6632  13.6262  62.8017  41.8868        0   9.0667        0  29.9036                                                                                                                                                                                                                                              
  43.6582  42.3543  53.2380  29.1352  21.7376  66.6718  12.6989  43.9427  54.8515   1.7993  42.5070  13.4424  62.6698  41.9833        0   9.1454        0  29.9454                                                                                                                                                                                                                                              
  43.6586  42.3516  53.2356  29.1348  21.7352  66.6264  12.7839  43.8240  54.8381   1.8543  42.3502  13.2590  62.5379  42.0798        0   9.2242        0  29.9861                                                                                                                                                                                                                                              
  43.6590  42.3489  53.2332  29.1344  21.7327  66.5812  12.8690  43.7052  54.8247   1.9095  42.1929  13.0760  62.4059  42.1763        0   9.3032        0  30.0258                                                                                                                                                                                                                                              
  43.6594  42.3462  53.2308  29.1340  21.7302  66.5361  12.9544  43.5864  54.8112   1.9650  42.0350  12.8934  62.2739  42.2728        0   9.3824        0  30.0644                                                                                                                                                                                                                                              
  43.6598  42.3435  53.2285  29.1336  21.7277  66.4913  13.0399  43.4675  54.7976   2.0206  41.8767  12.7112  62.1418  42.3693        0   9.4617        0  30.1020                                                                                                                                                                                                                                              
  43.6602  42.3408  53.2261  29.1333  21.7252  66.4467  13.1256  43.3486  54.7840   2.0765  41.7178  12.5293  62.0097  42.4658        0   9.5412        0  30.1385                                                                                                                                                                                                                                              
  43.6607  42.3381  53.2237  29.1329  21.7227  66.4022  13.2115  43.2297  54.7704   2.1327  41.5584  12.3479  61.8775  42.5623        0   9.6208        0  30.1739                                                                                                                                                                                                                                              
  43.6611  42.3354  53.2214  29.1325  21.7202  66.3580  13.2976  43.1108  54.7567   2.1890  41.3985  12.1668  61.7453  42.6588        0   9.7006        0  30.2083                                                                                                                                                                                                                                              
  43.6615  42.3327  53.2190  29.1321  21.7177  66.3139  13.3839  42.9918  54.7430   2.2456  41.2382  11.9861  61.6131  42.7553        0   9.7805        0  30.2416                                                                                                                                                                                                                                              
  43.6620  42.3300  53.2167  29.1317  21.7152  66.2701  13.4703  42.8728  54.7293   2.3024  41.0774  11.8059  61.4808  42.8519        0   9.8606        0  30.2738                                                                                                                                                                                                                                              
  43.6625  42.3273  53.2143  29.1313  21.7127  66.2265  13.5570  42.7537  54.7155   2.3594  40.9161  11.6260  61.3485  42.9484        0   9.9408        0  30.3050                                                                                                                                                                                                                                              
  43.6629  42.3245  53.2120  29.1309  21.7102  66.1830  13.6438  42.6346  54.7016   2.4166  40.7544  11.4465  61.2162  43.0449        0  10.0212        0  30.3350                                                                                                                                                                                                                                              
  43.6634  42.3218  53.2096  29.1306  21.7077  66.1398  13.7309  42.5155  54.6878   2.4740  40.5922  11.2674  61.0838  43.1415        0  10.1018        0  30.3641                                                                                                                                                                                                                                              
  43.6639  42.3191  53.2073  29.1302  21.7052  66.0967  13.8182  42.3964  54.6739   2.5318  40.4296  11.0887  60.9514  43.2380        0  10.1825        0  30.3920                                                                                                                                                                                                                                              
  43.6643  42.3163  53.2050  29.1298  21.7026  66.0538  13.9056  42.2773  54.6600   2.5897  40.2666  10.9104  60.8189  43.3346        0  10.2634        0  30.4189                                                                                                                                                                                                                                              
  43.6648  42.3136  53.2027  29.1295  21.7001  66.0112  13.9931  42.1581  54.6460   2.6478  40.1032  10.7325  60.6864  43.4311        0  10.3444        0  30.4447                                                                                                                                                                                                                                              
  43.6653  42.3108  53.2003  29.1291  21.6976  65.9688  14.0809  42.0389  54.6321   2.7062  39.9394  10.5550  60.5539  43.5277        0  10.4255        0  30.4694                                                                                                                                                                                                                                              
  43.6658  42.3081  53.1980  29.1287  21.6950  65.9265  14.1688  41.9197  54.6181   2.7647  39.7752  10.3780  60.4214  43.6243        0  10.5068        0  30.4930                                                                                                                                                                                                                                              
  43.6663  42.3053  53.1957  29.1284  21.6925  65.8845  14.2570  41.8004  54.6041   2.8235  39.6106  10.2013  60.2888  43.7209        0  10.5883        0  30.5155                                                                                                                                                                                                                                              
  43.6669  42.3026  53.1934  29.1280  21.6899  65.8427  14.3453  41.6812  54.5900   2.8824  39.4456  10.0250  60.1562  43.8175        0  10.6699        0  30.5370                                                                                                                                                                                                                                              
  43.6674  42.2998  53.1912  29.1277  21.6874  65.8010  14.4338  41.5619  54.5760   2.9416  39.2802   9.8492  60.0235  43.9141        0  10.7516        0  30.5573                                                                                                                                                                                                                                              
  43.6679  42.2971  53.1889  29.1273  21.6848  65.7596  14.5224  41.4426  54.5619   3.0010  39.1145   9.6737  59.8908  44.0108        0  10.8335        0  30.5766                                                                                                                                                                                                                                              
  43.6684  42.2943  53.1866  29.1270  21.6823  65.7184  14.6113  41.3233  54.5478   3.0607  38.9485   9.4986  59.7581  44.1074        0  10.9155        0  30.5948                                                                                                                                                                                                                                              
  43.6690  42.2915  53.1843  29.1266  21.6797  65.6774  14.7003  41.2040  54.5337   3.1205  38.7821   9.3240  59.6254  44.2041        0  10.9977        0  30.6119                                                                                                                                                                                                                                              
  43.6695  42.2887  53.1821  29.1263  21.6771  65.6366  14.7895  41.0846  54.5196   3.1805  38.6153   9.1498  59.4927  44.3008        0  11.0800        0  30.6280                                                                                                                                                                                                                                              
  43.6701  42.2859  53.1798  29.1260  21.6746  65.5960  14.8789  40.9653  54.5055   3.2408  38.4483   8.9759  59.3599  44.3975        0  11.1625        0  30.6429                                                                                                                                                                                                                                              
  43.6707  42.2832  53.1775  29.1256  21.6720  65.5557  14.9685  40.8459  54.4913   3.3013  38.2809   8.8025  59.2271  44.4942        0  11.2451        0  30.6568                                                                                                                                                                                                                                              
  43.6712  42.2804  53.1753  29.1253  21.6694  65.5155  15.0582  40.7266  54.4772   3.3620  38.1133   8.6295  59.0943  44.5909        0  11.3279        0  30.6695                                                                                                                                                                                                                                              
  43.6718  42.2776  53.1731  29.1250  21.6668  65.4755  15.1481  40.6072  54.4630   3.4229  37.9453   8.4569  58.9614  44.6877        0  11.4108        0  30.6812                                                                                                                                                                                                                                              
  43.6724  42.2748  53.1708  29.1247  21.6642  65.4358  15.2382  40.4878  54.4488   3.4840  37.7770   8.2848  58.8286  44.7845        0  11.4938        0  30.6918                                                                                                                                                                                                                                              
  43.6730  42.2720  53.1686  29.1243  21.6616  65.3962  15.3285  40.3684  54.4346   3.5453  37.6085   8.1130  58.6957  44.8813        0  11.5770        0  30.7013                                                                                                                                                                                                                                              
  43.6736  42.2692  53.1664  29.1240  21.6590  65.3569  15.4189  40.2490  54.4205   3.6068  37.4397   7.9417  58.5628  44.9781        0  11.6603        0  30.7098                                                                                                                                                                                                                                              
  43.6742  42.2664  53.1641  29.1237  21.6564  65.3178  15.5095  40.1295  54.4063   3.6686  37.2706   7.7708  58.4298  45.0749        0  11.7438        0  30.7171                                                                                                                                                                                                                                              
  43.6748  42.2636  53.1619  29.1234  21.6538  65.2789  15.6003  40.0101  54.3921   3.7305  37.1012   7.6002  58.2969  45.1718        0  11.8274        0  30.7234                                                                                                                                                                                                                                              
  43.6754  42.2607  53.1597  29.1231  21.6512  65.2402  15.6913  39.8907  54.3779   3.7927  36.9316   7.4302  58.1639  45.2687        0  11.9111        0  30.7286                                                                                                                                                                                                                                              
  43.6760  42.2579  53.1575  29.1228  21.6486  65.2017  15.7825  39.7712  54.3637   3.8550  36.7618   7.2605  58.0310  45.3656        0  11.9950        0  30.7326                                                                                                                                                                                                                                              
  43.6766  42.2551  53.1553  29.1225  21.6460  65.1634  15.8738  39.6518  54.3495   3.9176  36.5917   7.0913  57.8980  45.4625        0  12.0790        0  30.7357                                                                                                                                                                                                                                              
  43.6772  42.2523  53.1531  29.1222  21.6434  65.1253  15.9653  39.5324  54.3354   3.9804  36.4214   6.9224  57.7650  45.5595        0  12.1631        0  30.7376                                                                                                                                                                                                                                              
  43.6779  42.2494  53.1509  29.1219  21.6408  65.0875  16.0569  39.4129  54.3212   4.0433  36.2509   6.7540  57.6319  45.6565        0  12.2474        0  30.7384                                                                                                                                                                                                                                              
  43.6785  42.2466  53.1488  29.1216  21.6381  65.0499  16.1488  39.2935  54.3070   4.1065  36.0801   6.5861  57.4989  45.7535        0  12.3318        0  30.7382                                                                                                                                                                                                                                              
  43.6792  42.2438  53.1466  29.1213  21.6355  65.0125  16.2408  39.1740  54.2929   4.1699  35.9092   6.4185  57.3659  45.8505        0  12.4164        0  30.7369                                                                                                                                                                                                                                              
  43.6798  42.2409  53.1444  29.1210  21.6329  64.9752  16.3329  39.0546  54.2787   4.2335  35.7381   6.2514  57.2328  45.9476        0  12.5011        0  30.7345                                                                                                                                                                                                                                              
  43.6805  42.2381  53.1423  29.1207  21.6302  64.9383  16.4253  38.9352  54.2646   4.2973  35.5667   6.0847  57.0997  46.0447        0  12.5859        0  30.7310                                                                                                                                                                                                                                              
  43.6812  42.2352  53.1401  29.1204  21.6276  64.9015  16.5178  38.8157  54.2504   4.3613  35.3952   5.9184  56.9667  46.1418        0  12.6708        0  30.7265                                                                                                                                                                                                                                              
  43.6818  42.2324  53.1380  29.1201  21.6249  64.8649  16.6105  38.6963  54.2363   4.4255  35.2235   5.7526  56.8336  46.2389        0  12.7559        0  30.7209                                                                                                                                                                                                                                              
  43.6825  42.2295  53.1358  29.1198  21.6223  64.8286  16.7033  38.5769  54.2222   4.4899  35.0516   5.5872  56.7005  46.3361        0  12.8411        0  30.7142                                                                                                                                                                                                                                              
  43.6832  42.2266  53.1337  29.1196  21.6196  64.7925  16.7964  38.4575  54.2081   4.5545  34.8796   5.4222  56.5674  46.4333        0  12.9265        0  30.7064                                                                                                                                                                                                                                              
  43.6839  42.2238  53.1315  29.1193  21.6170  64.7566  16.8896  38.3381  54.1941   4.6193  34.7074   5.2577  56.4342  46.5305        0  13.0119        0  30.6976                                                                                                                                                                                                                                              
  43.6846  42.2209  53.1294  29.1190  21.6143  64.7209  16.9829  38.2187  54.1800   4.6843  34.5350   5.0935  56.3011  46.6278        0  13.0975        0  30.6877                                                                                                                                                                                                                                              
  43.6853  42.2180  53.1273  29.1188  21.6116  64.6854  17.0764  38.0993  54.1660   4.7495  34.3625   4.9299  56.1680  46.7251        0  13.1833        0  30.6768                                                                                                                                                                                                                                              
  43.6860  42.2152  53.1252  29.1185  21.6090  64.6502  17.1701  37.9799  54.1520   4.8149  34.1899   4.7666  56.0349  46.8224        0  13.2691        0  30.6648                                                                                                                                                                                                                                              
  43.6868  42.2123  53.1231  29.1182  21.6063  64.6151  17.2640  37.8605  54.1380   4.8805  34.0171   4.6038  55.9017  46.9198        0  13.3551        0  30.6517                                                                                                                                                                                                                                              
  43.6875  42.2094  53.1210  29.1180  21.6036  64.5803  17.3580  37.7411  54.1241   4.9463  33.8442   4.4415  55.7686  47.0172        0  13.4412        0  30.6375                                                                                                                                                                                                                                              
  43.6882  42.2065  53.1189  29.1177  21.6009  64.5458  17.4522  37.6218  54.1101   5.0123  33.6712   4.2795  55.6355  47.1146        0  13.5275        0  30.6223                                                                                                                                                                                                                                              
  43.6890  42.2036  53.1168  29.1175  21.5982  64.5114  17.5465  37.5025  54.0962   5.0785  33.4981   4.1180  55.5023  47.2121        0  13.6138        0  30.6061                                                                                                                                                                                                                                              
  43.6897  42.2007  53.1147  29.1172  21.5956  64.4772  17.6410  37.3831  54.0823   5.1449  33.3249   3.9570  55.3692  47.3096        0  13.7003        0  30.5888                                                                                                                                                                                                                                              
  43.6904  42.1978  53.1126  29.1170  21.5929  64.4433  17.7357  37.2638  54.0685   5.2114  33.1515   3.7964  55.2360  47.4071        0  13.7869        0  30.5705                                                                                                                                                                                                                                              
  43.6912  42.1949  53.1105  29.1167  21.5902  64.4096  17.8305  37.1445  54.0547   5.2782  32.9781   3.6362  55.1029  47.5046        0  13.8736        0  30.5511                                                                                                                                                                                                                                              
  43.6920  42.1920  53.1085  29.1165  21.5875  64.3761  17.9255  37.0253  54.0409   5.3452  32.8046   3.4765  54.9697  47.6022        0  13.9605        0  30.5306                                                                                                                                                                                                                                              
  43.6927  42.1891  53.1064  29.1163  21.5848  64.3429  18.0207  36.9060  54.0271   5.4123  32.6310   3.3172  54.8366  47.6998        0  14.0475        0  30.5092                                                                                                                                                                                                                                              
  43.6935  42.1862  53.1044  29.1160  21.5821  64.3098  18.1160  36.7868  54.0134   5.4797  32.4573   3.1584  54.7034  47.7975        0  14.1346        0  30.4867                                                                                                                                                                                                                                              
  43.6943  42.1833  53.1023  29.1158  21.5794  64.2770  18.2115  36.6676  53.9997   5.5472  32.2836   3.0000  54.5703  47.8952        0  14.2218        0  30.4631                                                                                                                                                                                                                                              
  43.6951  42.1804  53.1003  29.1156  21.5766  64.2444  18.3072  36.5484  53.9861   5.6150  32.1098   2.8421  54.4372  47.9929        0  14.3091        0  30.4385                                                                                                                                                                                                                                              
  43.6959  42.1774  53.0982  29.1153  21.5739  64.2120  18.4030  36.4292  53.9725   5.6829  31.9359   2.6846  54.3040  48.0907        0  14.3966        0  30.4129                                                                                                                                                                                                                                              
  43.6967  42.1745  53.0962  29.1151  21.5712  64.1799  18.4989  36.3100  53.9589   5.7510  31.7620   2.5276  54.1709  48.1885        0  14.4842        0  30.3863                                                                                                                                                                                                                                              
  43.6975  42.1716  53.0942  29.1149  21.5685  64.1480  18.5950  36.1909  53.9454   5.8193  31.5880   2.3710  54.0378  48.2863        0  14.5718        0  30.3587                                                                                                                                                                                                                                              
  43.6983  42.1687  53.0922  29.1147  21.5658  64.1163  18.6913  36.0718  53.9319   5.8878  31.4140   2.2149  53.9047  48.3842        0  14.6597        0  30.3300                                                                                                                                                                                                                                              
  43.6991  42.1657  53.0902  29.1145  21.5630  64.0848  18.7877  35.9527  53.9184   5.9565  31.2399   2.0592  53.7716  48.4821        0  14.7476        0  30.3003                                                                                                                                                                                                                                              
  43.7000  42.1628  53.0881  29.1143  21.5603  64.0535  18.8843  35.8337  53.9050   6.0254  31.0659   1.9040  53.6385  48.5800        0  14.8356        0  30.2696                                                                                                                                                                                                                                              
  43.7008  42.1598  53.0861  29.1140  21.5575  64.0225  18.9811  35.7146  53.8917   6.0944  30.8917   1.7492  53.5054  48.6780        0  14.9238        0  30.2379                                                                                                                                                                                                                                              
  43.7016  42.1569  53.0842  29.1138  21.5548  63.9917  19.0780  35.5956  53.8784   6.1637  30.7176   1.5949  53.3723  48.7760        0  15.0120        0  30.2052                                                                                                                                                                                                                                              
  43.7025  42.1539  53.0822  29.1136  21.5521  63.9612  19.1750  35.4767  53.8651   6.2331  30.5435   1.4411  53.2392  48.8740        0  15.1004        0  30.1715                                                                                                                                                                                                                                              
  43.7033  42.1510  53.0802  29.1134  21.5493  63.9308  19.2723  35.3577  53.8519   6.3027  30.3693   1.2877  53.1062  48.9721        0  15.1889        0  30.1368                                                                                                                                                                                                                                              
  43.7042  42.1480  53.0782  29.1132  21.5466  63.9007  19.3696  35.2388  53.8387   6.3725  30.1951   1.1347  52.9731  49.0702        0  15.2775        0  30.1011                                                                                                                                                                                                                                              
  43.7050  42.1451  53.0762  29.1131  21.5438  63.8708  19.4672  35.1199  53.8256   6.4425  30.0210   0.9823  52.8401  49.1683        0  15.3663        0  30.0644                                                                                                                                                                                                                                              
  43.7059  42.1421  53.0743  29.1129  21.5410  63.8411  19.5648  35.0011  53.8126   6.5126  29.8468   0.8303  52.7070  49.2665        0  15.4551        0  30.0267                                                                                                                                                                                                                                              
  43.7068  42.1391  53.0723  29.1127  21.5383  63.8117  19.6627  34.8823  53.7996   6.5830  29.6726   0.6787  52.5740  49.3647        0  15.5440        0  29.9881                                                                                                                                                                                                                                              
  43.7077  42.1362  53.0704  29.1125  21.5355  63.7825  19.7606  34.7635  53.7866   6.6535  29.4985   0.5276  52.4410  49.4630        0  15.6331        0  29.9485                                                                                                                                                                                                                                              
  43.7086  42.1332  53.0684  29.1123  21.5327  63.7535  19.8588  34.6447  53.7737   6.7242  29.3244   0.3770  52.3081  49.5613        0  15.7222        0  29.9079                                                                                                                                                                                                                                              
  43.7095  42.1302  53.0665  29.1121  21.5300  63.7248  19.9571  34.5260  53.7609   6.7951  29.1503   0.2269  52.1751  49.6596        0  15.8115        0  29.8663                                                                                                                                                                                                                                              
  43.7104  42.1272  53.0646  29.1120  21.5272  63.6962  20.0555  34.4073  53.7481   6.8662  28.9762   0.0772  52.0421  49.7579        0  15.9009        0  29.8238                                                                                                                                                                                                                                              
  43.7113  42.1243  53.0626  29.1118  21.5244  63.6680  20.1541  34.2887  53.7354   6.9375  28.8022        0  51.9092  49.8563        0  15.9904        0  29.7803                                                                                                                                                                                                                                              
  43.7122  42.1213  53.0607  29.1116  21.5216  63.6399  20.2528  34.1700  53.7228   7.0089  28.6282        0  51.7763  49.9547        0  16.0800        0  29.7359                                                                                                                                                                                                                                              
  43.7131  42.1183  53.0588  29.1114  21.5189  63.6121  20.3517  34.0515  53.7102   7.0805  28.4542        0  51.6434  50.0532        0  16.1696        0  29.6905                                                                                                                                                                                                                                              
  43.7140  42.1153  53.0569  29.1113  21.5161  63.5844  20.4507  33.9329  53.6977   7.1523  28.2803        0  51.5105  50.1517        0  16.2594        0  29.6442                                                                                                                                                                                                                                              
  43.7150  42.1123  53.0550  29.1111  21.5133  63.5571  20.5499  33.8144  53.6852   7.2243  28.1065        0  51.3776  50.2502        0  16.3493        0  29.5969                                                                                                                                                                                                                                              
  43.7159  42.1093  53.0531  29.1110  21.5105  63.5299  20.6492  33.6960  53.6728   7.2964  27.9327        0  51.2448  50.3488        0  16.4394        0  29.5487                                                                                                                                                                                                                                              
  43.7169  42.1063  53.0512  29.1108  21.5077  63.5030  20.7487  33.5776  53.6605   7.3687  27.7590        0  51.1120  50.4473        0  16.5295        0  29.4995                                                                                                                                                                                                                                              
